,Tweet,tweet_eng,final,sentiment_score,sentiments,Compound_Score,Sentiments,Positive,Negative,Neutral,Compound
79, gusicopot sebenernya aku sendiri jarang naik lion air paling pernah aja karena aku slalu usaha hindarin naik lion air tapi selama aku pernah naik lion air untungnya gak pernah kejadian aneh cnth koper ilang delay lama tapi emang pesawat nya mayan panas ,"gum removed Actually, I myself rarely go on Lion Air, at least because I always try to avoid taking Lion Air, but as long as I've been on Lion Air, luckily I've never had anything strange happen, for example a lost suitcase, long delays but the plane is really hot.",gusicopot sebenernya jarang lion air aja slalu usaha hindarin lion air lion air untung jadi aneh cnth koper ilang delay emang pesawat mayan panas,-0.008333333333333331,Neutral,0.4191,Positive,0.111,0.08,0.809,0.4191
80, alvinlie indonesiagaruda lion air bisa berkembang mengapa garuda merpati citylink tidak heran kok bisa dgn gampang pasar kita dikuasai swasta ,alvinlie IndonesiaGaruda Lion Air can develop Why is Garuda Merpati Citylink not surprising how easily our market can be controlled by the private sector,alvinlie indonesiagaruda lion air kembang garuda merpati citylink heran gampang pasar asai swasta,0.02777777777777779,Neutral,-0.431,Negative,0.0,0.149,0.851,-0.431
81,bener kan udh perasaan buruk ambil lion air barusan flightnya cancel asemm,It's true. I had a bad feeling about taking Lion Air. Just now the flight was canceled by ASEMM,bener udh asa buruk ambil lion air barusan flightnya cancel asemm,-0.17499999999999993,Negative,-0.0516,Negative,0.181,0.147,0.672,-0.0516
82,lowongan kerja lion parcel lion air group lokasi denpasar bali ,Job Vacancies for Lion Parcel Lion Air Group Location Denpasar Bali,lowong kerja lion parcel lion air group lokasi denpasar bal,0.0,Neutral,0.0,Neutral,0.0,0.0,1.0,0.0
83,berita ruang logistik lion air group optimistis bisnis penerbangan segera pulih ruang logistik training amp certification info ruanglogistik ,Ruang Logistik News Lion Air Group Optimistic Aviation Business Will Recover Soon Ruang Logistik Training & Certification Info RuangLogistik,berita ruang logistik lion air group optimistis bisnis terbang pulih ruang logistik training certification info ruanglogistik,0.0,Neutral,0.3182,Positive,0.113,0.0,0.887,0.3182
84, prefer lion air batik air malindo air ,Prefer Lion Air Batik Air Malindo Air,prefer lion air batik air malindo air,0.0,Neutral,0.0,Neutral,0.0,0.0,1.0,0.0
85, rudytjandra ngepek lah contoh kalo naik garuda indonesia penumpang tertib akan sebanyak kalo naik lion air ,"Rudytjandra Ngepek is an example, if you take Garuda Indonesia, there will be as many orderly passengers as if you take Lion Air.",rudytjandra ngepek contoh garuda indonesia tumpang tertib lion air,0.5,Positive,0.0,Neutral,0.0,0.0,1.0,0.0
86, tiketpesawat tiketpesawatmurah liburanbali harga tiket pesawat lion air dari medan semarang klik ,"cheap plane tickets for Bali holidays, Lion Air plane ticket prices from Medan, Semarang CLICK",tiketpesawat tiketpesawatmurah liburanbali harga tiket pesawat lion air medan semarang klik,0.4,Positive,0.3818,Positive,0.157,0.0,0.843,0.3818
87, piknikpalu liburan wisata harga tiket pesawat lion air dari banjarmasin semarang klik ,"Bali picnic, tourist holiday, Lion Air plane ticket prices from Banjarmasin, Semarang CLICK",piknikpalu libur wisata harga tiket pesawat lion air banjarmasin semarang klik,0.0,Neutral,0.4019,Positive,0.184,0.0,0.816,0.4019
88, lionairgroup jadi apakah seat saya dijual orang lain tolong aja dong lionair responsible penumpang udah kalut luntang luntung dibandara least dikasih solusi dan dibantu saya tandain mbak rambut sebahu berbaju ungu rok hitam oog bandara bpn unpro ,"lionairgroup So, is my seat being sold by someone else? Just help, Lionair responsible. Passengers are already confused and confused at the airport. At least they will be given a solution and help. I will tag you, Ms. Shoulder length hair, purple dress, black skirt, OOG, BPN Unpro airport",lionairgroup seat jual orang tolong aja lionair responsible tumpang udah kalut luntang luntung bandara least kasih solusi bantu tandain mbak rambut bahu baju ungu rok hitam oog bandara bpn unpro,-0.21333333333333337,Negative,0.6597,Positive,0.174,0.08,0.747,0.6597
89, mudik mudiklebarang mudikasik harga tiket pesawat lion air medan semarang klik ,going home and going home for Eid homecoming fun Lion Air plane ticket prices Medan Semarang CLICK,mudik mudiklebarang mudikasik harga tiket pesawat lion air medan semarang klik,0.3,Positive,0.5106,Positive,0.171,0.0,0.829,0.5106
90, ayoo nginap mudik harga tiket pesawat lion air dari jakarta semarang klik ,"Come on, stay home and go home, Lion Air flight ticket prices from Jakarta, Semarang, CLICK",ayoo nginap mudik harga tiket pesawat lion air jakarta semarang klik,0.0,Neutral,0.0,Neutral,0.0,0.0,1.0,0.0
91, ayotraveling ayodolanjogja ayokemaluku harga tiket pesawat lion air banjarmasin semarang klik ,"let's travel, let's play Jogja, let's go to Maluku, Lion Air flight ticket prices, Banjarmasin, Semarang, CLICK",ayotraveling ayodolanjogja ayokemaluku harga tiket pesawat lion air banjarmasin semarang klik,0.0,Neutral,0.34,Positive,0.13,0.0,0.87,0.34
92, ayokeaceh ayoo ayopiknik harga tiket pesawat lion air balikpapan semarang klik ,"Come on, Aceh, come on, come on, picnic, Lion Air Balikpapan flight ticket prices, Semarang CLICK",ayokeaceh ayoo ayopiknik harga tiket pesawat lion air balikpapan semarang klik,0.0,Neutral,0.0,Neutral,0.0,0.0,1.0,0.0
93, ayokejogja ayoo ayomain harga tiket pesawat lion air jakarta semarang klik ,"Come on, Jogja, come on, come on, Lion Air flight ticket prices Jakarta Semarang, CLICK",ayokejogja ayoo ayomain harga tiket pesawat lion air jakarta semarang klik,0.0,Neutral,0.0,Neutral,0.0,0.0,1.0,0.0
94, yukjalan ayo ayodolan harga tiket pesawat lion air batam semarang klik ,"Come on, let's go, let's play Lion Air flight ticket prices, Batam, Semarang, CLICK",yukjalan ayo ayodolan harga tiket pesawat lion air batam semarang klik,0.0,Neutral,0.34,Positive,0.156,0.0,0.844,0.34
95, dolankaranganyar dolansleman dolanmagelang harga tiket pesawat lion air semarang klik ,Dolan Karanganyar Dolan Sleman Dolan Magelang Lion Air Semarang flight ticket prices CLICK,dolankaranganyar dolansleman dolanmagelang harga tiket pesawat lion air semarang klik,0.0,Neutral,0.0,Neutral,0.0,0.0,1.0,0.0
96, dolanklaten dolanboyolali dolanbareng harga tiket pesawat semarang lion air klik ,Dolan Klaten Dolan Boyolali Dolan with Semarang Lion Air flight ticket prices CLICK,dolanklaten dolanboyolali dolanbareng harga tiket pesawat semarang lion air klik,0.0,Neutral,0.0,Neutral,0.0,0.0,1.0,0.0
97, dolansolo dolanan dolan harga tiket pesawat lion air dari kuala lumpur semarang klik ,dolansolo dolanan dolan Lion Air flight ticket prices from Kuala Lumpur Semarang CLICK,dolansolo dolan dolan harga tiket pesawat lion air kuala lumpur semarang klik,0.0,Neutral,0.0,Neutral,0.0,0.0,1.0,0.0
98, dolanjogja dolantwins dolandolan harga tiket pesawat lion air dari surabaya semarang klik ,dolanjogja dolantwins dolandolan Lion Air flight ticket prices from Surabaya Semarang CLICK,dolanjogja dolantwins dolandolan harga tiket pesawat lion air surabaya semarang klik,0.0,Neutral,0.0,Neutral,0.0,0.0,1.0,0.0
99, txtdaribandung cik sina begal pesawat lion air atawa roket spacex ,txtfrom Bandung Cik Sina robbed Lion Air plane or SpaceX rocket,txtdaribandung cik sina begal pesawat lion air atawa roket spacex,0.0,Neutral,0.0,Neutral,0.0,0.0,1.0,0.0
100, backpacker_id backpackermalang dolan harga tiket pesawat lion air dari jakarta semarang klik ,Malang backpacker ID backpacker and Lion Air flight ticket prices from Jakarta Semarang CLICK,backpacker id backpackermalang dolan harga tiket pesawat lion air jakarta semarang klik,0.0,Neutral,0.0,Neutral,0.0,0.0,1.0,0.0
101,lowongan kerja lion air group juni ,Lion Air Group Job Vacancies June,lowong kerja lion air group juni,0.0,Neutral,0.0,Neutral,0.0,0.0,1.0,0.0
102, backpackerindonesian backpackernusantara backpackersindonesia harga tiket pesawat lion air batam semarang klik ,Indonesian backpacker Indonesian backpacker Indonesian backpacker Lion Air flight ticket prices Batam Semarang CLICK,backpackerindonesian backpackernusantara backpackersindonesia harga tiket pesawat lion air batam semarang klik,0.0,Neutral,0.0,Neutral,0.0,0.0,1.0,0.0
103,yaallah lion air lagi buka pendidikan gratis mau daftar tapi keadaan memungkin kan bgt gue ikut tahun ini sedih bgt,"Oh my God, Lion Air is opening free education again, I want to register, but circumstances make it possible, I'm joining this year, it's really sad.",yaallah lion air buka didik gratis daftar mungkin bgt gue sedih bgt,-0.033333333333333326,Neutral,-0.4097,Negative,0.154,0.146,0.7,-0.4097
104, citilink baru kali ini pelayanan citilink tidak memuaskan khususnya bagian check badara soekarno hatta terdapat staff berkata masih banyak pesawat lain kenapa tidak pakai pesawat lion air garuda dll tolong citilink staffnya beri pengarahan baik ,"This time Citilink's new Citilink service is not satisfactory, especially the Soekarno Hatta airport check section. There are staff who say there are many other planes, why not use Lion Air, Garuda, etc. Please give Citilink staff good guidance.",citilink kali layan citilink muas check badara soekarno hatta staff pesawat pakai pesawat lion air garuda dll tolong citilink staffnya arah,0.24227272727272728,Positive,0.4749,Positive,0.12,0.049,0.831,0.4749
105, contactap min tolong berikan pengarahan kembali untuk para staff bagian check khususnya citilink terdapat staff berkata masih banyak pesawat lain pakai aja lion air garuda tolong min ini kan kami dapat informasinya citilink salah ,"contact me, sir, please give further guidance to the check staff, especially Citilink. There are staff who say there are still many other planes, just use Lion Air Garuda. Please, min. We got the information that Citilink is wrong.",contactap min tolong arah staff check citilink staff pesawat pakai aja lion air garuda tolong min informasi citilink salah,-0.025,Neutral,0.128,Positive,0.105,0.071,0.824,0.128
106,akhirnya gak aku beli dah tuh tiket peswat baru jadinya aku refund aku juga sebenernya udah beli tiket pulangnya terpaksa deh aku refund dua duanya rugi rugi dah daripada tambah betee lion air anjir emang nah lanjuut akhirnya tanggal nya aku pergi shopping ,"In the end, I didn't buy a plane ticket, so I just refunded it. Actually, I already bought a return ticket, but I had to refund both, it's a loss, it's a loss, rather than adding to the lion's share of wild water. So, finally, the date is when I went shopping.",beli dah tiket peswat refund sebenernya udah beli tiket pulang paksa deh refund dua rugi rugi dah betee lion air emang lanjuut tanggal pergi shopping,0.03333333333333333,Neutral,-0.4767,Negative,0.049,0.102,0.849,-0.4767
107,krl lama lama bau nya mirip bau kabin sepawat lion air you know lah kan piye mambune khas ngono,"The KRL for a long time smelled like the smell of a Lion Air plane cabin, you know the typical Ngono piye mambune",krl bau bau kabin sepawat lion air you know piye mambune khas ngono,-0.10833333333333334,Negative,0.3612,Positive,0.102,0.0,0.898,0.3612
108,pengawasan sore lini cargo bandar udara mutiara sis jufri telah dilaksanakan kedatangan garuda indonesia dari jakarta dan lion air dari surabaya kkpaccelerate hamzahsila bkipm_kkp palupantoloan bkipmtolitoli ,Afternoon monitoring of Mutiara Sis Jufri Airport Cargo Lines has been carried out Arrival of Garuda Indonesia from Jakarta and Lion Air from Surabaya KKPAccelerate HamzahSila bkipm_kkp PaluPantoloan bkipmtolitoli,awas sore lini cargo bandar udara mutiara sis jufri laksana datang garuda indonesia jakarta lion air surabaya kkpaccelerate hamzahsila bkipm kkp palupantoloan bkipmtolitoli,0.0,Neutral,0.0,Neutral,0.0,0.0,1.0,0.0
109,andai aja wanadri tim sar indonesia tim berpengalaman nyelam lion air sriwijaya nanggala danau toba diizinkan untuk bantu turun plus tamabahan bawa alat sonar dan robot bawah air andai,"If only Wanadri, the Indonesian Sar team, the experienced Lion Air Sriwijaya Nanggala Lake Toba diving team were allowed to help with the descent. Plus, additionally bring sonar equipment and underwater robots.",andai aja wanadri tim sar indonesia tim alam nyelam lion air sriwijaya nanggala danau toba izin bantu turun plus tamabahan bawa alat sonar robot air andai,0.4,Positive,0.4588,Positive,0.118,0.0,0.882,0.4588
110,taxi kerjaan lion air riyadh,taxi work Lion Air Riyadh,taxi kerja lion air riyadh,0.0,Neutral,0.0,Neutral,0.0,0.0,1.0,0.0
111, wisatabahari wisatamurah wisatajakarta tiket pesawat bali lion air klik ,marine tourism cheap tourism jakarta tourism bali lion air plane tickets CLICK,wisatabahari wisatamurah wisatajakarta tiket pesawat bal lion air klik,0.4,Positive,0.0,Neutral,0.0,0.0,1.0,0.0
112, wisatalokal wisatabali wisatareligi tiket pesawat murah bali lion air klik ,local tourism Bali tourism religious tourism cheap airline tickets to Bali Lion Air CLICK,wisatalokal wisatabali wisatareligi tiket pesawat murah bal lion air klik,0.13333333333333333,Positive,0.0,Neutral,0.0,0.0,1.0,0.0
113, wisatajawatimur wisatamalang wisatabogor tiket pesawat promo bali lion air klik ,WisataJawatimur WisataMalang WisataBogor Promo Bali Lion Air flight tickets CLICK,wisatajawatimur wisatamalang wisatabogor tiket pesawat promo bal lion air klik,0.0,Neutral,0.0,Neutral,0.0,0.0,1.0,0.0
114,harga tiket pesawat mahal lion air evaluasi pasar dan strategi bisnis ,Lion Air's Expensive Plane Ticket Prices Market Evaluation and Business Strategy,harga tiket pesawat mahal lion air evaluasi pasar strategi bisnis,-0.5,Negative,0.0,Neutral,0.0,0.0,1.0,0.0
115, monyetbrazil fatereaderv matchamilkttae worksfess lewat website official nya keyword misal naik lion check online lion air nanti biasa masukin last name kode booking jam sebelum penerbangan bisa check cmiiw,"monkeybrazil fatereaderv matchamilkttae worksfess via the official website, keywords, for example, take Lion, check Lion Air online, then usually enter the last name, booking code hours before the flight, you can check cmiiw",monyetbrazil fatereaderv matchamilkttae worksfess website official keyword lion check online lion air masukin last name kode booking jam terbang check cmiiw,-0.125,Negative,0.0,Neutral,0.0,0.0,1.0,0.0
116,lama delay nya lion air,Lion Air has a long delay,delay lion air,-0.05,Neutral,-0.3182,Negative,0.0,0.315,0.685,-0.3182
117, traveloka saya pesen tiket lion air lalu ada perubahan maskapai batik air knp ticket masih lion saya pengen cetak tiketnya,"Traveloka, I ordered a Lion Air ticket, then there was a change in the Batik Air airline, why is the ticket still Lion? I want to print the ticket",traveloka sen tiket lion air ubah maskapai batik air knp ticket lion ken cetak tiket,0.0,Neutral,0.0772,Positive,0.044,0.0,0.956,0.0772
118, sirubahgurun ikrmmaulana yoganugr realmadridindo iya bang juga biar ada gunanya jadi fans madrid kalo naik pesawat pake pesawat emirates aja yak jangan lion air,"sirubahgurun ikrmmaulana yoganugr realmadridindo yes bro, so it's useful to be a madrid fan if you fly by plane, just use Emirates, not Lion Air",sirubahgurun ikrmmaulana yoganugr realmadridindo iya bang guna fans madrid pesawat pake pesawat emirates aja yak lion air,0.55,Positive,0.8008,Positive,0.271,0.0,0.729,0.8008
